,name,title,content,date
10555,[12개월 또박] 드시모네 4500 (30포) ,항상 챙겨먹어요,남편이 자주 배*난 이후부터 챙겨주는데먹고부터는 배도 안아프고 늘 **을 해요,2023-06-25
10556,[12개월 또박] 드시모네 4500 (30포) ,여름에도 걱정없는 드시모네,또박배송이라 편리학ᆢ아이스팩3개 포장 배송!  *시,2023-06-24
10557,[12개월 또박] 드시모네 4500 (30포) ,건강해져요,장이 건강하니 몸이 건강해지는것 같아요...,2023-06-21
10558,[12개월 또박] 드시모네 4500 (30포) ,매일 챙겨요,매일 건강 지킴이 또박배송 편해요,2023-06-21
10559,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네,보장균수 국내 최대! 좋아요,2023-06-21
10560,[12개월 또박] 드시모네 4500 (30포) ,꾸준히 **,한달 거의 다 먹었어요정말 비싸지만 **가 있다고 믿고 장복하려구요,2023-06-20
10561,[12개월 또박] 드시모네 4500 (30포) ,매일 꼭 챙겨먹어요.,내 몸 ***을 지키기 위해 유일하게 하는 노*이에요. 덕분에 항상 건강^^,2023-06-20
10562,[12개월 또박] 드시모네 4500 (30포) ,**좋아요,먹기 편하고 **도 좋은것 같아요,2023-06-19
10563,[12개월 또박] 드시모네 4500 (30포) ,배송 총알 배송,지방 시골인데 다음날 바로 배송 여름이 걱정 했지만 아이스 포장 상태 좋음,2023-06-19
10564,[12개월 또박] 드시모네 4500 (30포) ,늘 먹는제픈ㅁ,예전부터 늘 먹었어요진짜**짱,2023-06-19
10565,[12개월 또박] 드시모네 4500 (30포) ,몸이 편해요,속이 편하니 몸도 편해진것 같아요,2023-06-18
10566,[12개월 또박] 드시모네 4500 (30포) ,아침이 편해요,아침에 부담이 없어졌어요,2023-06-18
10567,[12개월 또박] 드시모네 4500 (30포) ,빠른배송,언제나 감사드립니다,2023-06-15
10568,[12개월 또박] 드시모네 4500 (30포) ,드시모네 4500 잘먹고 있어요,"아내 임신으로, 최상급의 유산균을 찾고있던중, 드시모네를 발견해서 먹이고 있어요4,500억 마리 유산균으로 잘먹고 있답니다 감사합니다",2023-06-15
10569,[12개월 또박] 드시모네 4500 (30포) ,좋네요,식사도 불규칙하고 화장실도 불편해서 제일좋은걸 먹어보자했는데 처음에 몇일간 **하고나서 장이 적응이되었는지 너무 편해요 바로 또박배송주문했음다.강*추천해요,2023-06-11
10570,[12개월 또박] 드시모네 4500 (30포) ,화장실 가기 편해요,심한 **로 **다니고 고생해서 이거 먹으니까 편하고 좋습니다 비싸도 포기못해요,2023-06-05
10571,[12개월 또박] 드시모네 4500 (30포) ,**좋아요,다른거 다먹어도 **없는데 비싸지만 이건 좋아요,2023-06-05
10572,[12개월 또박] 드시모네 4500 (30포) ,계속 먹어야 되나요?,드시모네 4500제품 6개월째 먹고있습니다.첨엔 **가 좋아 정기배송을 시켰는데 계속 먹으니까 내성?이 생겼는지 별다른 **를 못느낍니다.좀 띠었다. 먹어야 할까요?아님 다는 제품으로 대*해야 할까요?,2023-06-05
10573,[12개월 또박] 드시모네 4500 (30포) ,드시모네,또박배송으로 잘먹고 있습니다,2023-06-02
10574,[12개월 또박] 드시모네 4500 (30포) ,잘먹고 있습니다,꾸준히 장복해서 먹고있어요. 좋습니다,2023-06-02
10575,[12개월 또박] 드시모네 4500 (30포) ,드시모네,믿고 구입합니다.제품이 좋아요.,2023-06-01
10576,[12개월 또박] 드시모네 4500 (30포) ,좋아요,70대 아버지께서 화장실 가시는걸 힘들어하셔서 사드렸더니 **가 좋다고 하시네요,2023-05-30
10577,[12개월 또박] 드시모네 4500 (30포) ,대장케어,장내 유익균상태가좋아저배볁도 잘하고 있어요,2023-05-29
10578,[12개월 또박] 드시모네 4500 (30포) ,항상 먹는 제품이에요,아이가 6살때 부터 지금 12살 까지 꾸준히 먹고 있어요 아이로 시작해서 지금은 온 가족이 다 같이 먹어요,2023-05-29
10579,[12개월 또박] 드시모네 4500 (30포) ,최고~~~,최고의 유산균~~~~~~~~,2023-05-27
10580,[12개월 또박] 드시모네 4500 (30포) ,좋아요,꾸준히 **해서 그런지 배변활동이 상쾌하답니다.,2023-05-25
10581,[12개월 또박] 드시모네 4500 (30포) ,만족하는 유산균,부모님께 매달 보내드리고 있어요 항상 만족 하시며 좋아하십니다 잊고 있어도 알아서 또박또박 발송해 주셔서 편하고 저도 너무 기뻐요 또 신청해야 하나 홈페이지 들어와 봤는데 아직 남은 기간이 있어 끝나는데로 다시 신청 할게요,2023-05-25
10582,[12개월 또박] 드시모네 4500 (30포) ,더위에도 걱정없는 배송~,"드시모네는 항상 믿고 받습니다.날씨만큼 보강해주는 스티로폼에 아이스팩 3개까지,",2023-05-24
10583,[12개월 또박] 드시모네 4500 (30포) ,좋은 유산균,너무 좋아요 매일 챙겨먹어요,2023-05-24
10584,[12개월 또박] 드시모네 4500 (30포) ,꾸준히 먹어볼께요,한달 꾸준히 먹고 ** 있는듯해서 6개월만 또박배송 신청했네요,2023-05-23
10585,[12개월 또박] 드시모네 4500 (30포) ,원래 먹던거라 샀어요,처음엔 *국에서 *사님이 추천하셔서 학생때 먹어보고 가끔 사먹고있어요,2023-05-22
10586,[12개월 또박] 드시모네 4500 (30포) ,황금 시원하게,예전에 빨라야 일주일만에 신호가 오고 염소똥에 시커멓던 색으로 온힘을 줘야했었는데 드시모네  2달만에 황금 구렁이가 ~!!너무 감사해요,2023-05-22
10587,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네,*시 드시모네가 최고.,2023-05-20
10588,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네,*시 드시모네가 최고,2023-05-20
10589,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네,*시 드시모네가 최고.,2023-05-20
10590,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네.,*시 드시모네가 최고.,2023-05-20
10591,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네.,*시 드시모네가 최고.,2023-05-20
10592,[12개월 또박] 드시모네 4500 (30포) ,재재재재구매,꾸준히 먹고 있는데 만족해요,2023-05-19
10593,[12개월 또박] 드시모네 4500 (30포) ,좋습니다,여기에서만 구매 가능한 4500제품 좋어요,2023-05-19
10594,[12개월 또박] 드시모네 4500 (30포) ,만족해요,*사 통해 알게 된 이후 꾸준히 **해요,2023-05-19
10595,[12개월 또박] 드시모네 4500 (30포) ,*시 드시모네.,*시 드시모네가 최고.,2023-05-19
10596,[12개월 또박] 드시모네 4500 (30포) ,또박케어,임산부라 **걸릴 확률이 높아서비상용으로 먹던 드시모네를 매일매일 섭취하기 시작했어용!! 진짜 평소보다 화장실 더 잘가고 아침이 무척 상쾌해요 ㅋㅋㅋㅋ 진짜 **는 이게 짱인거같아요,2023-05-19
10597,[12개월 또박] 드시모네 4500 (30포) ,화장실문제가 확실히 해결됬어요,임산부입니다. 임신하고 화장실문제가 바로 생기더라고요! 다른 유산균 아무리 먹어도 해결 되지 않았는데드시모네 유산균 먹고 확실히 해결됬어요,2023-05-19
10598,[12개월 또박] 드시모네 4500 (30포) ,아주 좋아요,화장실 가는데 아주 편합니다.먹는것도 맛있지는 않아도 *겹거나 못 먹을정도로 힘들지 않습니다.,2023-05-18
10599,[12개월 또박] 드시모네 4500 (30포) ,만족해요,온가족이 먹믄 드시모네 유산균!4500은 여기에만 있어서 여기에서 또박배송으로 꾸준히 먹고 있습니다**가 입증된게 이것밖에 없다는 *사 설명을 듣고 더 믿음이 가서 꾸준히 먹고 있습니다,2023-05-16
10600,[12개월 또박] 드시모네 4500 (30포) ,굿굿굿,장**에 정말 좋은것 같아요꾸준히 **하고 있습니다*정또박 해놓으니 정해진 날에 잊지 않고 와서 좋아요,2023-05-16
10601,[12개월 또박] 드시모네 4500 (30포) ,좋아요,장이 안좋아서 구입했습니당 ㅎㅎ좋아질거라 생각하고 먹습니다,2023-05-16
10602,[12개월 또박] 드시모네 4500 (30포) ,건강 지킴이,아버지가 *투* 중이신데 이제품 드신지 4년정도 되신거같아요다른 유산균보다  좋다고 해서부모님 두분 모두 꾸준히 드시고 계십니다두분이서 드셔서 사드리는게 사실 조금 부담 스럽긴하지만 그래도 드시모네 덕분에 아직건강 유지하시는것 같아기쁜 마음으로 구입합니다*국에서 구입하다가 정기배송 신청하니편하네요^^,2023-05-15
10603,[12개월 또박] 드시모네 4500 (30포) ,빠른 배송,언제나 감사드립니다,2023-05-15
10604,[12개월 또박] 드시모네 4500 (30포) ,빠른 배송,언제나 감사드립니나,2023-05-15
10605,[12개월 또박] 드시모네 4500 (30포) ,추천!!!,매일 장 건강 관리에 추천합니다 :),2023-05-12
10606,[12개월 또박] 드시모네 4500 (30포) ,"비싼 가격인데 불구하고 먹어봤지만, 전 ** 없었어요.","만성 **라 안 먹어 본 유산균 없이 여러 제품들을 먹어봤지만,드시모네 유산균 가격대비 **를 전혀 못 본 제품이여서 매우 아쉬웠어요.저는 이 제품을 섭취하고 매일 배에 가스가 가득하고, 화장실도 못가서 실망했어요ㅠㅠ",2023-05-12
10607,[12개월 또박] 드시모네 4500 (30포) ,꾸준히먹는템,꾸준히 잘 먹고있어요단점은 초기엔 **가 생겨요,2023-05-11
10608,[12개월 또박] 드시모네 4500 (30포) ,몇년째 **중,처음에는 가격이 비싸서 망설여졌는데한번 시작하니까 건강해지는 느낌이 들어서계속 먹게 되네요~몇년째 아침마다 함께하고 있어요^^,2023-05-10
10609,[12개월 또박] 드시모네 4500 (30포) ,매일 한포씩!,먹고나서부터 장이 건강해진 느낌이 들어서몇년째 매일매일 빠짐없이 먹고 있어요 :)추천합니다~,2023-05-10
10610,[12개월 또박] 드시모네 4500 (30포) ,드시모네4500,믿고 먹는 유산균입니다. 아들이 먹는데 요즘은 띄엄띄엄 먹고 있습니다. 장이 많이 편해 졌나봅니다.,2023-05-09
10611,[12개월 또박] 드시모네 4500 (30포) ,속쓰림이 없어젔어요,지인 소개로  드시모네 4500을 먹은 지 2개월이 다되어가는데 전엔 자면서 속쓰림이 있었는데 요즘은 편하게 숙면을 취합니다~~,2023-05-09
10612,[12개월 또박] 드시모네 4500 (30포) ,냉장배송 최고~,더워지는 날씨에배송걱정 없는 드시모네~ 믿음이 갑니다,2023-05-09
10613,[12개월 또박] 드시모네 4500 (30포) ,또박배송유산균,임산부가 꾸준히 먹는 유산균이에요,2023-05-09
10614,[12개월 또박] 드시모네 4500 (30포) ,좋아요,또박배송 아주좋아요,2023-05-08
10615,[12개월 또박] 드시모네 4500 (30포) ,또박배송,또박배송으로 편하게 먹고 있어요.,2023-05-07
10616,[12개월 또박] 드시모네 4500 (30포) ,드시모네유산균,1년이상 꾸준히 먹고 있어요,2023-05-07
10617,[12개월 또박] 드시모네 4500 (30포) ,드시모네4500,4500 먹은 뒤로 방귀냄새가 안나게되어서 너무나 만족합니다,2023-05-02
10618,[12개월 또박] 드시모네 4500 (30포) ,잘 먹고 있습니다 ~~~,잘 먹고 있습니다 ~~~,2023-05-02
10619,[12개월 또박] 드시모네 4500 (30포) ,제일 좋다는 유산균,찾다가 여기 정착햇어요,2023-05-02
10620,[12개월 또박] 드시모네 4500 (30포) ,또박배송으로,시켜먹고잇어요 꾸준히먹어보게요!,2023-05-02
10621,[12개월 또박] 드시모네 4500 (30포) ,진짜 최고에요~!,40년동안 앓은 ** 한방에 해결 했습니다. 이건 진심이고 진짭니다. 꼭 정기배송으로 드셔 보세요^^,2023-05-01
10622,[12개월 또박] 드시모네 4500 (30포) ,**가 좋아요.,장이 예민했던 큰아이 요즘 편하게 지내고 있어요.꾸준히 먹여야 겠어요.,2023-05-01
10623,[12개월 또박] 드시모네 4500 (30포) ,드시모네,한달이상 먹고있습니다 **제 **으로 인한 **를 멈추어 주었습니다 몸도 많이 가벼운 느낌입니다모든 식구가 같이 **하고 있습니다,2023-05-01
10624,[12개월 또박] 드시모네 4500 (30포) ,임산부유산균,임신후 와이프선물로 좋습니다ㅎ,2023-05-01
10625,[12개월 또박] 드시모네 4500 (30포) ,드시모네4500,화장실갈때 편안해요그리고 신경쓰면 장이 예민해지는데많이 준거같아요,2023-05-01
10626,[12개월 또박] 드시모네 4500 (30포) ,잘 먹고 있습니다,잘 먹고 있어요. 먹다보니 드시모네도 적응이 된건가 **가 없어지는 듯한 느낌이 들지만 매일 1포씩다시 먹어보려구요.,2023-05-01
10627,[12개월 또박] 드시모네 4500 (30포) ,임산부 유산균,다른 유산균 먹고는 **가 없었는데 드시모네 먹고는 **가 있었어요!! 가격이 조금만 내리면 좋을텐데 제품은 좋아요.,2023-05-01
10628,[12개월 또박] 드시모네 4500 (30포) ,너무 좋아요,벌써 2년 가까이 먹고 있어요***에 참 좋아요,2023-04-29
10629,[12개월 또박] 드시모네 4500 (30포) ,언제나 4500 진리..,드시모네 4500은 사랑입니디. 지인 추천도 마이 했는데 다들 중독 되었답니다. 비싼게 흠입니다만 ㅜㅜ,2023-04-29
10630,[12개월 또박] 드시모네 4500 (30포) ,한달 ** 후기,첨엔 **가 있나 싶었는데 한달 꾸준히 **하니 진짜 ** 있습니다~~ ***출,2023-04-27
10631,[12개월 또박] 드시모네 4500 (30포) ,**를 크게 봤습니다,아내가 드시모네 4500을 정기배송으로 먹고 있는데 3~4개월째 까지는 **가 좋았는데 그 이후로는 별**가 없습니다. 좀 간격을 두었다가 배송 해 주시면 좋겠습니다. 아니면 다른 제품으로 대*할 수는 없는지요,2023-04-27
10632,[12개월 또박] 드시모네 4500 (30포) ,잘 먹고 있습니다,잘 먹고 있습니다. 좋은 제품 감사합니다.,2023-04-25
10633,[12개월 또박] 드시모네 4500 (30포) ,너무괜찮아요,한달먹어가는데 너무 괜찮아요,2023-04-24
10634,[12개월 또박] 드시모네 4500 (30포) ,제일좋은유산균,제일좋은유산균~~~~,2023-04-24
10635,[12개월 또박] 드시모네 4500 (30포) ,넘나 좋아~~~,제일 좋은 유산균~~~~~,2023-04-24
10636,[12개월 또박] 드시모네 4500 (30포) ,제대로 짱~~~~,평생 먹어야할 유산균~~~~~,2023-04-24
10637,[12개월 또박] 드시모네 4500 (30포) ,말해뭐해,넘나 좋아요~~~~ !! ㅎㅎ,2023-04-24
10638,[12개월 또박] 드시모네 4500 (30포) ,**짱~~~,안먹었을때 알수있음 **를,2023-04-24
10639,[12개월 또박] 드시모네 4500 (30포) ,1년넘게 또박으로 받고있어요.,믿고 꾸준히 먹고있습니다.,2023-04-23
10640,[12개월 또박] 드시모네 4500 (30포) ,**에 좋아요,***에 정말 좋습니다,2023-04-21
10641,[12개월 또박] 드시모네 4500 (30포) ,믿고먹는 드시모네,좋아요!! 너무너무 우리가족 장건강,2023-04-21
10642,[12개월 또박] 드시모네 4500 (30포) ,오늘 왔네요,오늘 도착했네요.또 부지런히 먹어야겠어요,2023-04-19
10643,[12개월 또박] 드시모네 4500 (30포) ,*시 최고에요,*시 최고입니다bbbbbbbbbb,2023-04-13
10644,[12개월 또박] 드시모네 4500 (30포) ,또박배송,부모님이 만족해하십니다,2023-04-12
10645,[12개월 또박] 드시모네 4500 (30포) ,또박배송,만족합니다. 좋습니다,2023-04-12
10646,[12개월 또박] 드시모네 4500 (30포) ,만족해요,부모님 보내드리는데 만족해요,2023-04-12
10647,[12개월 또박] 드시모네 4500 (30포) ,좋습니다,매번받아보는데 엄마가 만족해하세요,2023-04-12
10648,[12개월 또박] 드시모네 4500 (30포) ,so good,만족스럽고 좋아요~ ㅎ,2023-04-12
10649,[12개월 또박] 드시모네 4500 (30포) ,so good,만족스럽고 좋아요~ ㅎ,2023-04-12
10650,[12개월 또박] 드시모네 4500 (30포) ,so good,만족스럽고 좋아요~ ㅎ,2023-04-12
10651,[12개월 또박] 드시모네 4500 (30포) ,so good!,만족스럽고 좋아요~ ㅎ,2023-04-12
10652,[12개월 또박] 드시모네 4500 (30포) ,또박배송,드시모네를 꾸준히 섭취하면서 아침에 화장실가기 편해졌네요,2023-04-11
10653,[12개월 또박] 드시모네 4500 (30포) ,엄마 드리려고 구매했어요.,유산균 드시지 않았는데 건강위해 드시면 좋을것 같아서 사드렸어요. 일단 첫달이라 한달치만 구매해서 드셨는데 4500억개니 건강에도 좋을것 같고 엄마도 드시기 편하다거 하서서 다음달부터 정기구독 하려고요. 정기구독하면 11만원대인데 한달치 그냥 사니 16만원대고.. 왜때문에 비싸게 산 기분 ㅠㅠ 정기구독이 답이네요. 여튼 꾸준히 먹어볼게요.,2023-04-09
10654,[12개월 또박] 드시모네 4500 (30포) ,또박배송,드시모네를 장기간 꾸준히 섭취하니 장이 편해졌어요.,2023-04-07
10655,[12개월 또박] 드시모네 4500 (30포) ,한달치만 사보면 알아요,그냥 일반 유산균이랑 **같아요. 내 자식 좋은거 먹이고 싶은건 이해하는데 딱히 차이없어요. 상담원들도 문제 생기면 해결잘안되고 정 사려면 하나만 사서 먹어보시고 또박배송은 시키지 마세요.,2023-04-05
10656,[12개월 또박] 드시모네 4500 (30포) ,*관잘살펴보고 사세요,무료로 주는척하면서 강**** 시키는 거니까 정 먹어보고싶으면 저희집에 몇박스나 남아도니까 좀 드릴게요. 몇년간 먹어도 **전혀없어요 돈 버리는거같아요. **0,2023-04-05
10657,[12개월 또박] 드시모네 4500 (30포) ,또박배송,또박배송 절대하지마세요 물어보고 하는것도 아니고 지들마음대로 돈빼내가고 몇년간 해지하기 귀찮아서 냅뒀는데 **도 없고 정 떨어져서 해지합니다. 다른 저렴하고 **좋은걸로 갈아*래요,2023-04-05
10658,[12개월 또박] 드시모네 4500 (30포) ,별로임,별로임 나아지는거같지도 않고 여기 돈쓸바에얀 차라리 **을 가세요,2023-04-05
10659,[12개월 또박] 드시모네 4500 (30포) ,잘 받았습니다.,이번건이 마지막 또박일것같네요. ㅜㅜ,2023-04-02
10660,[12개월 또박] 드시모네 4500 (30포) ,배송 좀 심해요,박스가 다 부서지고 테이프도 대충 붙여서 왓어요,2023-04-01
10661,[12개월 또박] 드시모네 4500 (30포) ,공식몰 또박배송,공식몰에서 또박배송으로 사는게 제일 싸게 사는 거 같아요,2023-03-31
10662,[12개월 또박] 드시모네 4500 (30포) ,오랜만에 주문해봤어요,예전에 한달치 10만원일때보다 훨씬 비싸져서 ㅠㅠㅠ 매우 부담스럽지만...이거만큼 ** 좋은건 없어요,2023-03-31
10663,[12개월 또박] 드시모네 4500 (30포) ,이제는,남편하고도 같이 먹는데먹을 때마다 이거 먹어서 속이 편한 것 같다고 연신 말하는 ㅋㅋ,2023-03-31
10664,[12개월 또박] 드시모네 4500 (30포) ,한번씩,그다지 먹은 것도 없는 것 같은데 화장실은 왜이렇게 자주가지?하는 생각이 들때 드시모네 탓인가 합니다,2023-03-31
10665,[12개월 또박] 드시모네 4500 (30포) ,일상처럼 먹다보니,후기도 깜빡하고^.^잘먹고있어요,2023-03-31
10666,[12개월 또박] 드시모네 4500 (30포) ,또박배송 어느덧 31회차,벌써 드시모네 먹은지 2년이 넘었네용이제는 일상 같지만 까먹고 한번씩 안먹을때도 있는데 그동안 먹어와서 그런지 안먹을때 큰 차이는 못느끼고있용,2023-03-31
10667,[12개월 또박] 드시모네 4500 (30포) ,잘받았습니다.,또박 34회 18회 두건있는데 잘 먹고있는거겠죠?,2023-03-30
10668,[12개월 또박] 드시모네 4500 (30포) ,잘 받았습니다.,"건너뛰기한번했어요, ㅜㅜ 매일 먹고있는데 아이가 **가 심해져서 *** 먹어요.",2023-03-30
10669,[12개월 또박] 드시모네 4500 (30포) ,좋아요,속이불편할때도 넘  좋네요,2023-03-29
10670,[12개월 또박] 드시모네 4500 (30포) ,믿고먹는 드시모네,모든가족의 장 건강을 위해  구입하였습니다,2023-03-28
10671,[12개월 또박] 드시모네 4500 (30포) ,드시모네 명품 유산균?,"궁금해서 시작했는데, 막상 2년가까이 종류 비꿔가며 먹게되네요.",2023-03-27
10672,[12개월 또박] 드시모네 4500 (30포) ,냉장고 잇템,잊고있다가 ** 생겨서 보면 유산균 잘 안 챙겨 먹었을 때가 많네요. 장**이 중요한만큼 드시모네로 투자한거 아깝진 않은듯해요,2023-03-27
10673,[12개월 또박] 드시모네 4500 (30포) ,유통기한이 항상 넉넉해서 좋아요,매일 안 먹고 좀 밀렸다 먹어서 괜찮은 편이에요,2023-03-27
10674,[12개월 또박] 드시모네 4500 (30포) ,항상 잘 먹어요.,"1년째 **중인데, *********이 있는 남편도 꽤 좋은 편이라고 하네요.",2023-03-27
10675,[12개월 또박] 드시모네 4500 (30포) ,4일차,4일차 균이 유익균으로 교*되는 느낌이에요,2023-03-26
10676,[12개월 또박] 드시모네 4500 (30포) ,온가족 드시모네,온가족 드시모네해요.밀린 후기 한번에 몰아써요 ㅎ,2023-03-26
10677,[12개월 또박] 드시모네 4500 (30포) ,온가족 드시모네,온가족 드시모네해요,2023-03-26
10678,[12개월 또박] 드시모네 4500 (30포) ,믿고 먹어요,이거 먹고 많이 좋아져서 늘 또박해요,2023-03-26
10679,[12개월 또박] 드시모네 4500 (30포) ,또박배송,떨어질때쯤 보내주니 편리해요,2023-03-26
10680,[12개월 또박] 드시모네 4500 (30포) ,또박 굿,프리미엄 유산균 굿,2023-03-26
10681,[12개월 또박] 드시모네 4500 (30포) ,늘 또박해요,늘 또박해요. 우리집 장건강 지킴이,2023-03-26
10682,[12개월 또박] 드시모네 4500 (30포) ,아주 좋은조건이네요~^^,매월 쿠팡과 네이버에 금액을 비교해서 검색해구매했는데..정기적으로 보내주고 한달치가 공짜~~~굿입니다^^강추해서 친구 추가도 했네요,2023-03-25
10683,[12개월 또박] 드시모네 4500 (30포) ,"따뜻해진 날씨에도 배송최고, 좋아요",날이 따뜻해지는데 *시 믿고 받는 포장과 배송입니다~,2023-03-24
10684,[12개월 또박] 드시모네 4500 (30포) ,또박배송 쉽게 결정하지 마세요,"저는 두 건의 또박배송을 신청하여 하나는 제가, 다른 하나는 선물로 보내드리고 있습니다. 그런데 선물로 보내드리는 댁에 사정이 생겨 더이상 이갈 못드시겠다고 하여 취소 신청을 하려니 12개월 *정 상품이라 한달 무료로 받은 유산균의 정상가 금액과 사은품으로 제공받은 것들의 정상가 금액을 모두 반환해야 해서 거의 40여만원을 내야만 취소가 가능하다고 합니다. 단 사은붐이 개봉되지 않았을 경우는 그대로 반납하면 되는 것 같네요. 저는 선물로 보내드리는 거여서 사은품이 어찌 되었는지 확인이 불가해서 그럼 돈으로 토해내야하는 건데요,,,, 어떻게 해야할지 난김하기 그지 없습니다. 애초 구매시 이런 부분에 대해 *관을 꼼꼼하게 읽어보지 못한 제 잘못이네요. 여러분들은 구매전 *관 잘 읽어보시고! 12개월간 내가 계속 이제품을 꼭 받을 수 있는 상황이 확실할 때에만 구매하시는 게 좋은 것 같습니다.  제품이 좋다고 덜컥, 홍보 문구에만 의존해서 구매하지 마시고!!! *관을 꼭!!!! 확인하세요. 그리고 사은품의 경우 구매 전 소비자에게 수령여부를 선택하게 해주는 것이 혼란을 덜 줄 수 엤는 게 아닌가 생각합니다.  회사입징에서 1달치 무료분에 대한 금액 요구는 당연한 일이지만 소비자에게 결정권한없이 무조건 배송했던 사은품의 정상가  금액을 요구하는 것은 조금 억울하네요.  아니네요....눈이 잘 안보여 *관을 읽어보지 못한 제 잘못이네요.  아무튼 많은 소비자분들 저처럼 속상한 일 없으셨음 하는 마음으로 적습니다.",2023-03-24
10685,[12개월 또박] 드시모네 4500 (30포) ,빠른배송,빠른배송 언제나 감사합니다,2023-03-24
10686,[12개월 또박] 드시모네 4500 (30포) ,아들도 먹이고 싶은데..?,또박배송으로 오니 쌓일까봐 꼬박꼬박 챙겨먹게되네요..다큰 아들녀석도 잔변감이 있어서 먹으라 하고싶은데 귀찮아할거 같네요 캡슐이라도 먹여야겠죠~^^,2023-03-24
10687,[12개월 또박] 드시모네 4500 (30포) ,**선생님께 소개받았어요,**** 받을때 유산균은 꼭 챙겨먹어야 한다길래 좋은 유산균 여쭤 알게 됐어요 처음엔 비싸기만 하다고 생각했는데 확실히 전에 먹던 유산균보다 좋아요,2023-03-24
10688,[12개월 또박] 드시모네 4500 (30포) ,굿굿굿,*정또박으로 까먹지 않고 받아서 좋아요,2023-03-22
10689,[12개월 또박] 드시모네 4500 (30포) ,루틴으로 드시모네,장과 위과 편해져서 또박배송으로 꾸준히 몇년째 섭취중이에요 아마도 평생 같이 함깨할 아이네요 ㅎㅎ,2023-03-19
10690,[12개월 또박] 드시모네 4500 (30포) ,4500,매일 먹으려고 샀어요,2023-03-19
10691,[12개월 또박] 드시모네 4500 (30포) ,*시 4500,오랜만에 시켰는데 새벽배송이 아니어서 걱정했지만 녹지않은 아이스팩에 잘 담겨져왔네요 ㅎㅎ,2023-03-19
10692,[12개월 또박] 드시모네 4500 (30포) ,드시모네4500,드시모네4500와 장케오듀오를 각각 한번씩 먹고서 평소에 매일 화장실을 안갔었는데새로운 경험으로 오랜만에 상쾌함을 느끼게되어 계속 먹어보고 싶다는생각이 들었습니다드시모네 덕분에 하루가 즐거울 것 같습니다 감사합니다.,2023-03-18
10693,[12개월 또박] 드시모네 4500 (30포) ,꾸준히 섭취하고 있습니다,^^ 건강을 위해서 ㅎㅎㅎ열심히 섭취중입니다^^,2023-03-16
10694,[12개월 또박] 드시모네 4500 (30포) ,가족의 장건강을 위해 구입했어요.,아직 먹기시작한지 얼마 안돼서 **는 잘 모르겠으나 좋을거란 기대로 먹고있습니다.,2023-03-15
10695,[12개월 또박] 드시모네 4500 (30포) ,속이 편해졌어요,초반에 한 2주정도는 가스가 많이 차고 배가 아플정도였는데 적응기간이었나봐요.지금은 속이 아주 편해요,2023-03-14
10696,[12개월 또박] 드시모네 4500 (30포) ,최고야 드시모네,드시모네 드시모네맛잇나요,2023-03-14
10697,[12개월 또박] 드시모네 4500 (30포) ,드시모네는최고,최고리고생각해여 드시모네,2023-03-14
10698,[12개월 또박] 드시모네 4500 (30포) ,드시모네좋아요,부모님이 좋아하는 드시모네 짱,2023-03-14
10699,[12개월 또박] 드시모네 4500 (30포) ,최고드시모네,드시모네가 최고야요,2023-03-14
10700,[12개월 또박] 드시모네 4500 (30포) ,최고입니다,드시모네가최고에요,2023-03-14
10701,[12개월 또박] 드시모네 4500 (30포) ,드시모네 좋아요,최고입니다드시모네,2023-03-14
10702,[12개월 또박] 드시모네 4500 (30포) ,구매후기,"구매후, 일주일정도 섭취중 입니다. 아직을 **가 확실히 있는지는 모르겠고, 더 꾸준히 먹어봐야 할듯해요~비싼 만큼 **가 있었으면 하는 바램입니다.",2023-03-13
10703,[12개월 또박] 드시모네 4500 (30포) ,꾸준히,또박으로 매일 열심히 먹고있습니다  좋아요,2023-03-12
10704,[12개월 또박] 드시모네 4500 (30포) ,실망스럽습니다. 또박배송 신중히 선택하시길,"또박배송 신청했었는데 4달째 먹는 중인데 타 유산균 ** 때와 다르게 변에서 *한 냄새가 나더라구요. 타사 제품을 먹을 때와는 너무 다른 냄새때문에 계속 **하는 것이 무리라고 생각해서 해지하려니사은품값과 그간에 세일 적용된 가격 한 50만원을 지불하라고 하네요.12개월 정말 다 먹은 사람한테 막달에 감사의 의미로 사은품을 주시거나사은품 박스 위에 ""해지 시 사은품 값 지불해야하니 신중히 하라는"" 멘트라도 붙이던가 했으면 좋겠네요제품이 잘 맞아서 잘 드시는 분도 많은 것 같은데저처럼 안맞아서 중간에 해지해야 하는 분들에게 도움이 되었으면 좋겠네요",2023-03-12
10705,[12개월 또박] 드시모네 4500 (30포) ,재재재재재구매,일년정도 꾸준하게 먹고 있어요 화장실을 너무 편하게 잘 갑니다,2023-03-10
10706,[12개월 또박] 드시모네 4500 (30포) ,또박 드시모네,장 건강은 드시모네 !!!!! 또박으로 잘 먹고 있어요,2023-03-10
10707,[12개월 또박] 드시모네 4500 (30포) ,드시모네,드시모네 4500  꾸준히 먹으니 **도 좋아요 가격이 조금 비싸서 아쉬워요,2023-03-09
